player,Bogey Average-EVENTS,Bogey Average-AVERAGE BOGEYS PER ROUND,Bogey Average-TOTAL BOGEYS,Bogey Average-ROUNDS PLAYED,Final Round Performance-EVENTS,Final Round Performance-%,Front 9 Par 4 Scoring Average-ROUNDS,Front 9 Par 4 Scoring Average-AVG,Front 9 Par 4 Scoring Average-TOTAL STROKES,Front 9 Par 4 Scoring Average-TOTAL HOLES,Back 9 Par 4 Scoring Average-ROUNDS,Back 9 Par 4 Scoring Average-AVG,Back 9 Par 4 Scoring Average-TOTAL STROKES,Back 9 Par 4 Scoring Average-TOTAL HOLES,Birdie Average-ROUNDS,Birdie Average-AVG,Birdie Average-# OF BIRDIES,Birdie Average-TOTAL ROUNDS,Scoring Average-ROUNDS,Scoring Average-AVG,Scoring Average-TOTAL STROKES,Scoring Average-TOTAL ADJUSTMENT,Scoring Average-TOTAL ROUNDS,Front 9 Round 1 Scoring Average-AVG,Front 9 Round 1 Scoring Average-TOTAL STROKES,Front 9 Round 1 Scoring Average-TOTAL ROUNDS,Front 9 Par 3 Scoring Average-ROUNDS,Front 9 Par 3 Scoring Average-AVG,Front 9 Par 3 Scoring Average-TOTAL STROKES,Front 9 Par 3 Scoring Average-TOTAL HOLES,Birdie to Bogey Ratio-ROUNDS,Birdie to Bogey Ratio-BIRDIE TO BOGEY RATIO,Birdie to Bogey Ratio-TOTAL BIRDIES AND BETTER,Birdie to Bogey Ratio-TOTAL BOGEYS AND WORSE,Back 9 Round 1 Scoring Average-AVG,Back 9 Round 1 Scoring Average-TOTAL STROKES,Back 9 Round 1 Scoring Average-TOTAL ROUNDS,Bogey Avoidance-ROUNDS,Bogey Avoidance-% MAKES BOGEY,Bogey Avoidance-BOGEYS,Bogey Avoidance-HOLES PLAYED,Back 9 Par 3 Scoring Average-ROUNDS,Back 9 Par 3 Scoring Average-AVG,Back 9 Par 3 Scoring Average-TOTAL STROKES,Back 9 Par 3 Scoring Average-TOTAL HOLES,Par 5 Performance-ROUNDS,Par 5 Performance-STATUS,Par 5 Performance-PAR 5 AVG,Par 5 Performance-TOTAL PAR,SG: Total-ROUNDS,SG: Total-AVERAGE,SG: Total-TOTAL SG:T,SG: Total-TOTAL SG:T2G,SG: Total-TOTAL SG:P,SG: Total-MEASURED ROUNDS,Total Eagles-ROUNDS,Total Eagles-TOTAL,Round 3 Scoring Average-AVG,Round 3 Scoring Average-TOTAL STROKES,Round 3 Scoring Average-TOTAL ROUNDS,Round 2 Scoring Average-AVG,Round 2 Scoring Average-TOTAL STROKES,Round 2 Scoring Average-TOTAL ROUNDS,Par 4 Performance-ROUNDS,Par 4 Performance-STATUS,Par 4 Performance-PAR 4 AVG,Par 4 Performance-TOTAL PAR,Final Round Scoring Average-AVG,Final Round Scoring Average-TOTAL STROKES,Final Round Scoring Average-TOTAL ROUNDS,Back 9 Round 4 Scoring Average-AVG,Back 9 Round 4 Scoring Average-TOTAL STROKES,Back 9 Round 4 Scoring Average-TOTAL ROUNDS,Round 4 Scoring Average-AVG,Round 4 Scoring Average-TOTAL STROKES,Round 4 Scoring Average-TOTAL ROUNDS,Par 4 Scoring Average-ROUNDS,Par 4 Scoring Average-AVG,Par 4 Scoring Average-TOTAL STROKES,Par 4 Scoring Average-TOTAL HOLES,Par Breakers-ROUNDS,Par Breakers-%,Par Breakers-# BIRDIES/EAGLES,Par Breakers-# HOLES,Back 9 Round 2 Scoring Average-AVG,Back 9 Round 2 Scoring Average-TOTAL STROKES,Back 9 Round 2 Scoring Average-TOTAL ROUNDS,Bounce Back-ROUNDS,Bounce Back-%,Birdie or Better Percentage-ROUNDS,Birdie or Better Percentage-%,Birdie or Better Percentage-TOTAL BIRDIES,Birdie or Better Percentage-TOTAL HOLES,Birdie or Better Percentage-GIR RANK,Front 9 Round 3 Scoring Average-AVG,Front 9 Round 3 Scoring Average-TOTAL STROKES,Front 9 Round 3 Scoring Average-TOTAL ROUNDS,Front 9 Round 2 Scoring Average-AVG,Front 9 Round 2 Scoring Average-TOTAL STROKES,Front 9 Round 2 Scoring Average-TOTAL ROUNDS,Scoring Average Before Cut-AVG,Scoring Average Before Cut-TOTAL STROKES,Scoring Average Before Cut-TOTAL ROUNDS,Back 9 Scoring Average-ROUNDS,Back 9 Scoring Average-AVG,Back 9 Scoring Average-TOTAL STROKES,Back 9 Scoring Average-TOTAL HOLES,Par 5 Eagle Leaders-ROUNDS,Par 5 Eagle Leaders-TOTAL,Par 5 Eagle Leaders-TOTAL PAR 5 HOLES,Par 5 Eagle Leaders-TOTAL HOLE OUTS,Round 1 Scoring Average-AVG,Round 1 Scoring Average-TOTAL STROKES,Round 1 Scoring Average-TOTAL ROUNDS,Back 9 Par 5 Scoring Average-ROUNDS,Back 9 Par 5 Scoring Average-AVG,Back 9 Par 5 Scoring Average-TOTAL STROKES,Back 9 Par 5 Scoring Average-TOTAL HOLES,Par 4 Birdie or Better Leaders-ROUNDS,Par 4 Birdie or Better Leaders-%,Par 4 Birdie or Better Leaders-PAR 4 BIRDIES OR BETTER,Par 4 Birdie or Better Leaders-PAR 4 HOLES,Back 9 Round 3 Scoring Average-AVG,Back 9 Round 3 Scoring Average-TOTAL STROKES,Back 9 Round 3 Scoring Average-TOTAL ROUNDS,Par 5 Scoring Average-ROUNDS,Par 5 Scoring Average-AVG,Par 5 Scoring Average-TOTAL STROKES,Par 5 Scoring Average-TOTAL HOLES,Par 3 Scoring Average-ROUNDS,Par 3 Scoring Average-AVG,Par 3 Scoring Average-TOTAL STROKES,Par 3 Scoring Average-TOTAL HOLES,Total Birdies-ROUNDS,Total Birdies-TOTAL,Par 5 Birdie or Better Leaders-ROUNDS,Par 5 Birdie or Better Leaders-%,Par 5 Birdie or Better Leaders-PAR 5 BIRDIES OR BETTER,Par 5 Birdie or Better Leaders-PAR 5 HOLES,Front 9 Round 4 Scoring Average-AVG,Front 9 Round 4 Scoring Average-TOTAL STROKES,Front 9 Round 4 Scoring Average-TOTAL ROUNDS,Par 3 Birdie or Better Leaders-ROUNDS,Par 3 Birdie or Better Leaders-%,Par 3 Birdie or Better Leaders-PAR 3 BIRDIES OR BETTER,Par 3 Birdie or Better Leaders-PAR 3 HOLES,Stroke Differential Field Average-ROUNDS,Stroke Differential Field Average-STROKE DIFFERENTIAL,Stroke Differential Field Average-PLAYER'S SCORE,Stroke Differential Field Average-FIELD AVERAGE SCORE,Eagles (Holes per)-ROUNDS,Eagles (Holes per)-FREQUENCY,Eagles (Holes per)-# OF HOLES,Eagles (Holes per)-# OF EAGLES,Scoring Average (Actual)-ROUNDS,Scoring Average (Actual)-AVG,Scoring Average (Actual)-TOTAL STROKES,Scoring Average (Actual)-TOTAL ROUNDS,Front 9 Par 5 Scoring Average-ROUNDS,Front 9 Par 5 Scoring Average-AVG,Front 9 Par 5 Scoring Average-TOTAL STROKES,Front 9 Par 5 Scoring Average-TOTAL HOLES,Par 3 Performance-ROUNDS,Par 3 Performance-STATUS,Par 3 Performance-PAR 3 AVG,Par 3 Performance-TOTAL PAR
Dylan Frittelli,15,2.73,142,52,15,63.64,52,4.02,"1,122",279,52,4.05,"1,130",279,56,3.82,214,56,56,70.862,"3,945",23.293,56,35.47,532,15,56,3.08,357,116,52,1.25,197,158,35.31,565,16,56,16.07,162,"1,008",52,3.06,306,100,52,-62,4.64,8.50,56,.049,2.052,2.352,-.297,42,52,5,71.55,787,11,69.80,"1,047",15,52,+20,4.04,22.32,70.82,779,11,35.36,389,11,70.82,779,11,56,4.02,"2,418",602,52,21.05,197,936,35.13,527,15,52,23.49,52,21.05,197,936,165,35.27,388,11,34.69,555,16,70.19,"2,246",32,52,35.54,"1,848",52,52,2,170,0,71.00,"1,065",15,52,4.63,412,89,52,15.23,85,558,36.27,399,11,52,4.64,788,170,56,3.06,685,224,52,192,56,47.80,87,182,35.45,390,11,52,15.38,32,208,52,+.25,70.73,70.98,52,187.2,936,5,56,70.45,"3,945",56,52,4.64,376,81,52,+14,3.07,6.24
Henrik Norlander,16,2.73,131,48,16,62.50,48,4.02,"1,033",257,48,4.02,"1,038",258,48,3.67,176,48,48,71.176,"3,388",28.446,48,35.25,564,16,48,3.09,300,97,48,1.27,184,145,35.44,567,16,48,16.78,145,864,48,3.17,304,96,48,-67,4.57,7.80,48,-.388,-11.629,-4.920,-6.709,30,48,8,69.13,553,8,71.75,"1,148",16,48,+11,4.02,20.60,69.50,556,8,35.00,280,8,69.50,556,8,48,4.02,"2,071",515,48,21.30,184,864,35.94,575,16,48,18.57,48,21.30,184,864,55,34.25,274,8,35.81,573,16,71.03,"2,415",34,48,35.44,"1,701",48,48,8,156,2,70.69,"1,131",16,48,4.60,359,78,48,17.09,88,515,34.88,279,8,48,4.57,713,156,48,3.13,604,193,48,176,48,45.51,71,156,34.50,276,8,48,12.95,25,193,48,+.06,70.58,70.64,48,108.0,864,8,48,70.58,"3,388",48,48,4.54,354,78,48,+25,3.13,5.79
Joseph Bramlett,12,2.73,112,41,12,62.50,41,4.04,905,224,41,4.07,876,215,41,3.59,147,41,41,71.427,"2,909",19.514,41,35.50,426,12,41,3.05,253,83,41,1.19,152,128,36.08,433,12,41,17.34,128,738,41,3.12,256,82,41,-51,4.62,6.70,41,-.284,-7.671,-2.581,-5.090,27,41,5,70.56,635,9,70.67,848,12,41,+25,4.06,17.56,70.88,567,8,35.63,285,8,70.88,567,8,41,4.06,"1,781",439,41,20.60,152,738,35.75,429,12,41,16.95,41,20.60,152,738,48,34.67,312,9,34.92,419,12,71.08,"1,848",26,41,35.85,"1,470",41,41,5,134,0,71.58,859,12,41,4.69,338,72,41,17.31,76,439,35.89,323,9,41,4.62,619,134,41,3.08,509,165,41,147,41,44.03,59,134,35.25,282,8,41,10.30,17,165,41,-.18,70.95,70.77,41,147.6,738,5,41,70.95,"2,909",41,41,4.53,281,62,41,+14,3.08,4.95
Jason Dufner,12,2.74,104,38,12,42.86,38,4.04,860,213,38,4.10,820,200,42,3.10,130,42,42,71.323,"2,979",16.574,42,34.50,414,12,42,3.01,256,85,38,1.04,119,114,36.08,469,13,42,15.48,117,756,38,3.11,236,76,38,-34,4.71,5.90,42,-.208,-7.478,18.858,-26.336,36,38,1,70.29,492,7,70.67,848,12,38,+28,4.07,16.52,73.86,517,7,37.57,263,7,73.86,517,7,42,4.06,"1,854",457,38,17.40,119,684,35.08,421,12,38,19.44,38,17.40,119,684,146,34.29,240,7,35.46,461,13,70.32,"1,969",28,38,36.08,"1,371",38,38,1,118,0,70.75,849,12,38,4.77,315,66,38,15.01,62,413,36.00,252,7,38,4.71,556,118,42,3.05,515,169,38,118,42,36.15,47,130,36.29,254,7,38,9.80,15,153,38,-.35,71.21,70.86,38,684.0,684,1,42,70.93,"2,979",42,38,4.63,241,52,38,+11,3.07,4.59
Scott Harrington,15,2.75,132,48,15,37.50,48,4.06,"1,059",261,48,4.11,"1,060",258,48,3.65,175,48,48,71.313,"3,407",16.011,48,35.40,531,15,48,3.06,297,97,48,1.18,177,150,35.60,534,15,48,17.36,150,864,48,3.07,295,96,48,-64,4.58,7.60,48,.001,.049,.462,-.412,34,48,2,71.60,716,10,70.67,"1,060",15,48,+43,4.08,20.76,70.75,566,8,35.13,281,8,70.75,566,8,48,4.08,"2,119",519,48,20.49,177,864,35.93,539,15,48,17.02,48,20.49,177,864,145,35.80,358,10,34.73,521,15,70.97,"2,271",32,48,35.67,"1,712",48,48,2,152,0,71.00,"1,065",15,48,4.58,357,78,48,14.64,76,519,35.80,358,10,48,4.58,696,152,48,3.07,592,193,48,175,48,49.34,75,152,35.63,285,8,48,13.47,26,193,48,-.17,70.98,70.81,48,432.0,864,2,48,70.98,"3,407",48,48,4.58,339,74,48,+13,3.07,5.79
Matthew Fitzpatrick,7,2.75,77,28,7,42.86,28,4.02,611,152,28,4.06,580,143,32,3.63,116,32,32,70.414,"2,249",4.233,32,34.86,244,7,32,3.16,218,69,28,1.18,98,83,35.13,281,8,32,15.63,90,576,28,3.07,172,56,28,-35,4.62,4.60,32,.886,19.490,6.697,12.793,22,28,3,70.43,493,7,70.29,492,7,28,+11,4.04,11.80,71.86,503,7,37.14,260,7,71.86,503,7,32,4.02,"1,362",339,28,19.44,98,504,35.29,247,7,28,19.48,28,19.44,98,504,155,35.29,247,7,34.63,277,8,69.71,"1,185",17,28,35.79,"1,002",28,28,3,92,0,70.43,493,7,28,4.72,250,53,28,14.92,44,295,35.14,246,7,28,4.62,425,92,32,3.11,413,133,28,95,32,49.04,51,104,34.71,243,7,28,11.11,13,117,28,+.50,70.75,71.25,28,168.0,504,3,32,70.28,"2,249",32,28,4.49,175,39,28,+14,3.12,3.51
Robby Shelton,16,2.75,140,51,16,66.67,51,4.05,"1,126",278,51,4.04,"1,090",270,51,3.71,189,51,51,71.518,"3,622",25.414,51,35.69,571,16,51,3.02,308,102,51,1.20,192,160,35.31,565,16,51,17.43,160,918,51,3.14,320,102,51,-52,4.69,8.30,51,-.105,-3.902,-6.318,2.419,37,51,3,71.70,717,10,71.19,"1,139",16,51,+24,4.04,21.92,70.00,630,9,35.33,318,9,70.00,630,9,51,4.04,"2,216",548,51,20.92,192,918,35.88,574,16,51,23.49,51,20.92,192,918,111,35.50,355,10,35.31,565,16,71.18,"2,349",33,51,35.67,"1,819",51,51,1,166,0,71.00,"1,136",16,51,4.70,409,87,51,18.07,99,548,36.20,362,10,51,4.69,778,166,51,3.08,628,204,51,189,51,39.16,65,166,34.67,312,9,51,13.73,28,204,51,-.26,71.02,70.76,51,306.0,918,3,51,71.02,"3,622",51,51,4.67,369,79,51,+16,3.08,6.12
K.J. Choi,6,2.76,47,17,6,100.00,17,4.11,370,90,17,4.06,345,85,19,3.05,58,19,19,72.186,"1,357",14.534,19,35.00,210,6,19,3.03,118,39,17,1.15,55,48,35.71,250,7,19,15.79,54,342,17,2.88,98,34,17,-19,4.69,3.10,19,-.431,-4.737,-9.002,4.264,11,17,1,71.00,213,3,72.50,435,6,17,+15,4.09,7.00,69.00,138,2,34.50,69,2,69.00,138,2,19,4.11,809,197,17,17.97,55,306,35.33,212,6,17,13.64,17,17.97,55,306,46,35.00,105,3,37.57,263,7,72.00,"1,080",15,17,35.47,603,17,17,1,62,0,70.67,424,6,17,4.71,160,34,17,12.00,21,175,36.00,108,3,17,4.69,291,62,19,2.95,227,77,17,54,19,38.24,26,68,34.50,69,2,17,13.04,9,69,17,-.27,71.18,70.91,17,306.0,306,1,19,71.42,"1,357",19,17,4.68,131,28,17,-3,2.96,2.07
Grayson Murray,10,2.76,80,29,10,60.00,29,4.16,678,163,29,4.05,603,149,29,3.83,111,29,29,71.721,"2,062",17.898,29,35.80,358,10,29,3.02,175,58,29,1.20,115,96,35.10,351,10,29,18.39,96,522,29,3.02,175,58,29,-39,4.59,4.70,29,-.506,-12.147,5.424,-17.569,24,29,4,70.60,353,5,71.33,642,9,29,+33,4.11,12.48,71.60,358,5,35.20,176,5,71.60,358,5,29,4.11,"1,281",312,29,22.03,115,522,35.78,322,9,29,24.44,29,22.03,115,522,193,36.00,180,5,35.56,320,9,71.00,"1,420",20,29,35.24,"1,022",29,29,2,94,0,70.90,709,10,29,4.52,244,54,29,14.74,46,312,34.60,173,5,29,4.59,431,94,29,3.02,350,116,29,111,29,54.26,51,94,36.40,182,5,29,15.52,18,116,29,-.48,71.10,70.62,29,130.5,522,4,29,71.10,"2,062",29,29,4.68,187,40,29,+2,3.02,3.48
Nelson Ledesma,13,2.76,94,34,13,66.67,34,4.05,725,179,34,4.12,733,178,34,3.71,126,34,34,72.485,"2,434",30.500,34,35.62,463,13,34,3.17,219,69,34,1.15,129,112,35.85,466,13,34,18.30,112,612,34,3.09,210,68,34,-43,4.64,5.90,34,-1.744,-31.397,-36.025,4.628,18,34,3,74.00,370,5,71.46,929,13,34,+30,4.08,14.28,68.67,206,3,33.67,101,3,68.67,206,3,34,4.08,"1,458",357,34,21.08,129,612,35.92,467,13,34,24.75,34,21.08,129,612,214,36.00,180,5,35.54,462,13,71.39,"1,999",28,34,36.00,"1,224",34,34,3,118,1,71.46,929,13,34,4.68,281,60,34,16.25,58,357,38.00,190,5,34,4.64,547,118,34,3.13,429,137,34,126,34,44.07,52,118,35.00,105,3,34,13.87,19,137,34,-1.05,71.59,70.54,34,204.0,612,3,34,71.59,"2,434",34,34,4.59,266,58,34,+18,3.13,4.11
Austin Cook,13,2.76,105,38,13,40.00,38,4.05,846,209,38,4.00,792,198,40,3.45,138,40,40,71.777,"2,842",29.088,40,36.08,469,13,40,3.14,254,81,38,1.18,134,114,35.50,497,14,40,17.22,124,720,38,3.04,231,76,38,-35,4.72,6.20,40,-.250,-6.993,-4.671,-2.320,28,38,3,70.86,496,7,70.38,915,13,38,+10,4.02,16.28,71.20,356,5,36.00,180,5,71.20,356,5,40,4.04,"1,732",429,38,19.59,134,684,34.38,447,13,38,17.59,38,19.59,134,684,93,34.86,244,7,36.07,505,14,71.20,"2,136",30,38,35.21,"1,338",38,38,3,124,0,71.38,928,13,38,4.63,315,68,38,16.71,68,407,36.00,252,7,38,4.72,585,124,40,3.08,496,161,38,131,40,37.69,49,130,35.20,176,5,38,12.42,19,153,38,-.37,70.92,70.55,38,228.0,684,3,40,71.05,"2,842",40,38,4.82,270,56,38,+13,3.08,4.59
Scott Brown,16,2.77,133,48,16,28.57,48,4.10,"1,077",263,48,4.08,"1,029",252,50,3.26,163,50,50,71.715,"3,565",20.726,50,36.13,578,16,50,3.12,315,101,48,1.08,160,148,36.12,614,17,50,17.11,154,900,48,2.99,287,96,48,-55,4.65,7.80,50,-.290,-10.436,-7.500,-2.936,36,48,3,70.44,634,9,70.56,"1,129",16,48,+46,4.09,20.60,72.00,504,7,36.14,253,7,72.00,504,7,50,4.10,"2,200",537,48,18.52,160,864,35.00,560,16,48,17.86,48,18.52,160,864,195,35.00,315,9,35.47,603,17,71.25,"2,565",36,48,35.60,"1,709",48,48,3,156,2,72.19,"1,155",16,48,4.68,393,84,48,14.37,74,515,35.44,319,9,48,4.65,725,156,50,3.05,614,201,48,157,50,41.98,68,162,35.86,251,7,48,11.40,22,193,48,-.43,71.29,70.86,48,288.0,864,3,50,71.30,"3,565",50,48,4.61,332,72,48,+12,3.06,5.79
Emiliano Grillo,14,2.77,108,39,14,33.33,39,4.05,847,209,39,4.02,833,207,41,3.71,152,41,41,71.008,"2,886",25.309,41,35.50,497,14,41,3.09,266,86,39,1.28,149,116,34.67,520,15,41,16.67,123,738,39,2.99,233,78,39,-51,4.60,6.30,41,-.478,-11.467,15.587,-27.052,24,39,5,69.83,419,6,70.85,921,13,39,+16,4.04,16.64,70.50,423,6,35.50,213,6,70.50,423,6,41,4.04,"1,769",438,39,21.23,149,702,35.38,460,13,39,25.89,39,21.23,149,702,5,35.17,211,6,35.43,496,14,70.48,"2,044",29,39,35.03,"1,366",39,39,4,126,1,70.14,982,14,39,4.55,300,66,39,15.87,66,416,34.67,208,6,39,4.60,579,126,41,3.04,510,168,39,144,41,47.73,63,132,35.00,210,6,39,14.38,23,160,39,+.18,70.38,70.56,39,140.4,702,5,41,70.39,"2,886",41,39,4.65,279,60,39,+6,3.04,4.80
Sung Kang,14,2.78,136,49,14,30.00,49,4.01,"1,095",273,49,4.08,"1,027",252,51,3.92,200,51,51,71.261,"3,615",19.296,51,35.29,494,14,51,3.18,340,107,49,1.29,201,156,35.13,527,15,51,17.65,162,918,49,3.06,288,94,49,-71,4.56,8.00,51,-.066,-2.639,15.621,-18.258,40,49,4,71.18,783,11,70.36,985,14,49,+22,4.04,21.00,71.30,713,10,35.30,353,10,71.30,713,10,51,4.05,"2,214",547,49,22.79,201,882,35.86,502,14,49,20.00,49,22.79,201,882,74,34.82,383,11,34.60,519,15,70.90,"2,198",31,49,35.65,"1,747",49,49,3,160,2,70.43,986,14,49,4.55,432,95,49,17.33,91,525,36.36,400,11,49,4.56,729,160,51,3.13,642,205,49,197,51,50.60,84,166,36.00,360,10,49,13.20,26,197,49,+.15,70.76,70.91,49,220.5,882,4,51,70.88,"3,615",51,49,4.57,297,65,49,+25,3.13,5.91
Jonathan Byrd,7,2.79,53,19,7,50.00,19,3.96,412,104,19,4.03,391,97,19,3.11,59,19,19,72.306,"1,361",12.817,19,34.57,242,7,19,3.13,122,39,19,1.00,60,60,36.57,256,7,19,17.54,60,342,19,3.05,116,38,19,E,5.00,3.20,19,-1.161,-13.926,-3.402,-10.525,12,19,1,74.00,222,3,71.71,502,7,19,-1,4.00,8.04,69.50,139,2,35.00,70,2,69.50,139,2,19,4.00,803,201,19,17.54,60,342,35.86,251,7,19,17.54,19,17.54,60,342,120,37.00,111,3,35.86,251,7,71.87,"1,078",15,19,36.21,688,19,19,1,64,0,71.14,498,7,19,5.03,181,36,19,17.91,36,201,37.00,111,3,19,5.00,320,64,19,3.09,238,77,19,59,19,25.00,16,64,34.50,69,2,19,10.39,8,77,19,-.99,71.63,70.64,19,342.0,342,1,19,71.63,"1,361",19,19,4.96,139,28,19,+7,3.09,2.31
Lucas Glover,13,2.79,120,43,13,75.00,43,4.00,916,229,43,4.05,891,220,47,3.96,186,47,47,71.206,"3,314",32.676,47,34.92,454,13,47,3.06,303,99,43,1.26,170,135,36.29,508,14,47,16.55,140,846,43,3.03,261,86,43,-43,4.71,7.40,47,.087,2.604,7.541,-4.937,30,43,4,69.78,628,9,71.23,926,13,43,+11,4.02,17.96,70.25,562,8,35.38,283,8,70.25,562,8,47,4.01,"1,977",493,43,21.96,170,774,35.38,460,13,43,14.96,43,21.96,170,774,65,34.22,308,9,35.64,499,14,70.73,"2,122",30,43,35.74,"1,537",43,43,3,148,0,71.38,928,13,43,4.75,385,81,43,17.59,79,449,35.56,320,9,43,4.71,697,148,47,3.04,586,193,43,166,47,44.38,71,160,34.88,279,8,43,15.82,28,177,43,-.03,70.79,70.76,43,193.5,774,4,47,70.51,"3,314",47,43,4.66,312,67,43,+9,3.05,5.31
Roger Sloan,13,2.79,92,33,13,66.67,33,4.04,723,179,33,4.06,710,175,35,3.23,113,35,35,71.991,"2,494",25.691,35,35.85,466,13,35,3.11,218,70,33,1.09,112,103,36.36,509,14,35,16.98,107,630,33,3.27,216,66,33,-44,4.59,5.40,35,-1.163,-25.580,-11.602,-13.976,22,33,5,70.00,280,4,70.77,920,13,33,+17,4.05,14.16,70.33,211,3,35.33,106,3,70.33,211,3,35,4.04,"1,520",376,33,18.86,112,594,36.15,470,13,33,20.21,33,18.86,112,594,187,34.50,138,4,34.86,488,14,71.55,"2,075",29,33,36.12,"1,192",33,33,5,108,2,72.31,940,13,33,4.75,266,56,33,16.67,59,354,35.50,142,4,33,4.59,496,108,35,3.18,445,140,33,107,35,41.23,47,114,35.00,105,3,33,6.06,8,132,33,-.66,71.24,70.58,33,118.8,594,5,35,71.26,"2,494",35,33,4.42,230,52,33,+26,3.20,3.96
Patton Kizzire,13,2.81,104,37,13,20.00,37,4.09,850,208,37,4.11,822,200,39,3.54,138,39,39,71.875,"2,776",27.139,39,35.38,460,13,39,3.06,239,78,37,1.07,133,124,34.64,485,14,39,18.38,129,702,37,3.07,227,74,37,-38,4.65,5.50,39,-1.103,-34.192,-50.825,16.635,31,37,3,70.83,425,6,72.00,936,13,37,+40,4.10,16.32,73.00,365,5,37.20,186,5,73.00,365,5,39,4.09,"1,760",430,37,19.97,133,666,36.23,471,13,37,17.95,37,19.97,133,666,207,34.83,209,6,35.71,500,14,70.86,"2,055",29,37,35.78,"1,324",37,37,2,110,1,70.08,911,13,37,4.66,275,59,37,15.69,64,408,36.00,216,6,37,4.65,512,110,39,3.06,477,156,37,130,39,43.97,51,116,35.80,179,5,37,14.19,21,148,37,-.95,71.27,70.32,37,222.0,666,3,39,71.18,"2,776",39,37,4.65,237,51,37,+9,3.06,4.44
Xinjun Zhang,17,2.82,161,57,17,45.45,57,4.02,"1,223",304,57,3.99,"1,176",295,57,4.25,242,57,57,71.135,"4,025",29.699,57,35.65,606,17,57,3.07,353,115,57,1.36,244,179,34.53,587,17,57,17.45,179,"1,026",57,3.05,348,114,57,-65,4.67,9.90,57,.259,10.084,14.305,-4.218,39,57,2,69.50,834,12,71.65,"1,218",17,57,+3,4.01,23.96,70.91,780,11,35.45,390,11,70.91,780,11,57,4.01,"2,399",599,57,23.78,244,"1,026",36.12,614,17,57,21.64,57,23.78,244,"1,026",102,34.67,416,12,35.53,604,17,70.72,"2,546",36,57,35.25,"2,009",57,57,1,198,1,70.18,"1,193",17,57,4.66,485,104,57,19.70,118,599,34.83,418,12,57,4.67,925,198,57,3.06,701,229,57,242,57,44.95,89,198,35.45,390,11,57,16.16,37,229,57,+.33,70.61,70.94,57,513.0,"1,026",2,57,70.61,"4,025",57,57,4.68,440,94,57,+14,3.06,6.87
Luke Donald,5,2.83,51,18,5,50.00,18,4.03,399,99,18,4.04,404,100,20,3.55,71,20,20,70.865,"1,412",5.304,20,35.60,178,5,20,3.07,126,41,18,1.19,68,57,35.00,210,6,20,17.50,63,360,18,2.83,102,36,18,-9,4.83,2.60,20,.379,4.922,1.225,3.699,13,18,2,70.50,282,4,69.60,348,5,18,+7,4.04,7.96,72.00,288,4,35.25,141,4,72.00,288,4,20,4.03,891,221,18,20.99,68,324,34.80,174,5,18,25.00,18,20.99,68,324,199,35.25,141,4,34.67,208,6,70.08,911,13,18,34.94,629,18,18,2,52,0,70.20,351,5,18,4.73,123,26,18,18.09,36,199,35.25,141,4,18,4.83,251,52,20,2.99,242,81,18,66,20,36.21,21,58,36.75,147,4,18,19.18,14,73,18,+.20,70.50,70.70,18,162.0,324,2,20,70.60,"1,412",20,18,4.92,128,26,18,-4,2.95,2.19
Brooks Koepka,6,2.83,51,18,6,66.67,18,4.14,422,102,18,4.01,385,96,22,3.82,84,22,22,70.703,"1,554",1.465,22,35.33,212,6,22,3.20,141,44,18,1.02,63,62,35.00,245,7,22,17.68,70,396,18,3.17,114,36,18,-19,4.65,2.70,22,.417,8.338,8.407,-.068,20,18,1,72.67,218,3,72.33,434,6,18,+15,4.08,7.92,71.33,214,3,34.67,104,3,71.33,214,3,22,4.03,975,242,18,19.44,63,324,36.67,220,6,18,32.14,18,19.44,63,324,210,36.67,110,3,35.29,247,7,70.64,989,14,18,35.67,642,18,18,1,54,0,70.33,422,6,18,4.77,143,30,18,17.17,34,198,36.00,108,3,18,4.65,251,54,22,3.16,278,88,18,62,22,50.00,33,66,36.67,110,3,18,6.94,5,72,18,-.18,71.56,71.38,18,324.0,324,1,22,70.64,"1,554",22,18,4.50,108,24,18,+14,3.19,2.16
Brandon Hagy,13,2.83,102,36,13,40.00,36,4.08,812,199,36,4.02,755,188,36,3.83,138,36,36,71.448,"2,550",22.139,36,36.31,472,13,36,2.97,217,73,36,1.22,143,117,36.69,477,13,36,18.06,117,648,36,3.11,224,72,36,-38,4.67,5.80,36,-.599,-15.573,-17.056,1.484,26,36,5,70.50,423,6,68.83,826,12,36,+19,4.05,15.48,70.40,352,5,34.20,171,5,70.40,352,5,36,4.05,"1,567",387,36,22.07,143,648,34.50,414,12,36,24.32,36,22.07,143,648,104,35.33,212,6,34.33,412,12,71.11,"1,920",27,36,35.36,"1,273",36,36,5,116,1,73.00,949,13,36,4.59,294,64,36,18.09,70,387,35.17,211,6,36,4.67,542,116,36,3.04,441,145,36,138,36,47.41,55,116,36.20,181,5,36,12.41,18,145,36,-.25,70.83,70.58,36,129.6,648,5,36,70.83,"2,550",36,36,4.77,248,52,36,+6,3.04,4.35
